原句,分词结果,去掉停用词结果,情感得分
一般、话面可以,一般/、/话面/可以,话面/,0
这部电影代入感极强，说实话我之前对刘慈欣先生的作品不太感兴趣，看完影片后我想马上捧读他的作品，影片质量极佳，特效很棒，有几处很幽默的地方，而且我切实体会到了家的感觉，文明的延续是希望这种情感，关于吴京先生拍这部影片的轶事也是很有趣，总之吹爆这部影片，感觉比起好莱坞的很多优秀电影也有过之而无不及,这部/电影/代入/感极强/，/说实话/我/之前/对/刘慈欣/先生/的/作品/不太/感兴趣/，/看/完/影片/后/我/想/马上/捧读/他/的/作品/，/影片/质量/极佳/，/特效/很棒/，/有/几处/很/幽默/的/地方/，/而且/我/切实/体会/到/了/家/的/感觉/，/文明/的/延续/是/希望/这种/情感/，/关于/吴京/先生/拍/这部/影片/的/轶事/也/是/很/有趣/，/总之/吹/爆/这部/影片/，/感觉/比起/好莱坞/的/很多/优秀/电影/也/有过之而无不及,这部/电影/代入/感极强/说实话/之前/刘慈欣/先生/作品/不太/感兴趣/完/影片/后/想/捧读/作品/影片/质量/极佳/特效/很棒/几处/幽默/地方/切实/体会/家/感觉/文明/延续/希望/这种/情感/吴京/先生/拍/这部/影片/轶事/有趣/吹/爆/这部/影片/感觉/好莱坞/优秀/电影/有过之而无不及/,15.292611130367
超级好看！除了电影院旁边坐了一直一直bb的父子和后面也在一直bb的情侣之外,超级/好看/！/除了/电影院/旁边/坐/了/一直/一直/bb/的/父子/和/后面/也/在/一直/bb/的/情侣/之外,超级/好看/电影院/旁边/坐/一直/一直/bb/父子/后面/一直/bb/情侣/之外/,1.9362993784912996
棒棒哒，场景可媲美国外大片啦,棒棒/哒/，/场景/可/媲美/国外/大片/啦,棒棒/哒/场景/媲美/国外/大片/,5.3654746628679995
蛮震撼  算是贺岁片中较好的了,蛮/震撼/ / /算是/贺岁片/中较/好/的/了,震撼/ / /算是/贺岁片/中较/好/,3.3098401647491
特效完美，很喜欢,特效/完美/，/很/喜欢,特效/完美/喜欢/,6.137632862289999
不好看不好看,不/好看/不/好看,好看/好看/,1.26216032158
儿子选择的电影真的很好看，刺激、惊险，高科技化以及生命的脆弱．．．．．．电影刚刚结束了。里面最经典的一句话：＂让人类保持一种理智确实是一种奢求。＂哈哈???梦想就??希望！团结就是力量！???,儿子/选择/的/电影/真的/很/好看/，/刺激/、/惊险/，/高科技化/以及/生命/的/脆弱/．/．/．/．/．/．/电影/刚刚/结束/了/。/里面/最/经典/的/一句/话/：/＂/让/人类/保持/一种/理智/确实/是/一种/奢求/。/＂/哈哈/?/?/?/梦想/就/?/?/希望/！/团结/就是/力量/！/?/?/?,儿子/选择/电影/真的/好看/刺激/惊险/高科技化/生命/脆弱/．/．/．/．/．/．/电影/刚刚/结束/里面/最/经典/一句/话/＂/人类/保持/一种/理智/确实/一种/奢求/＂/梦想/希望/团结/力量/,7.7300687903026
真的挺不错的说,真的/挺不错/的/说,真的/挺不错/说/,-1.686483429027
这也算中国正式的科幻片了，想象大胆，角度出奇，情景科幻，直追欧美。但情节应再精彩，再紧张，更科幻些，减少浮躁情节，会更精彩！,这/也/算/中国/正式/的/科幻片/了/，/想象/大胆/，/角度/出奇/，/情景/科幻/，/直追/欧美/。/但/情节/应/再/精彩/，/再/紧张/，/更/科幻/些/，/减少/浮躁/情节/，/会/更/精彩/！,算/中国/正式/科幻片/想象/大胆/角度/出奇/情景/科幻/直追/欧美/情节/应/再/精彩/再/紧张/科幻/些/减少/浮躁/情节/精彩/,10.349741729641762
贼棒！！！！！,贼/棒/！/！/！/！/！,贼/棒/,1.99814253858
相当不错，很震撼。,相当/不错/，/很/震撼/。,相当/不错/震撼/,4.633421852150001
真的很好看，好久没有看到这么好看的电影了,真的/很/好看/，/好久/没有/看到/这么/好看/的/电影/了,真的/好看/好久/看到/好看/电影/,1.0200220995398999
电影拍的震撼，期待全系列,电影/拍/的/震撼/，/期待/全系列,电影/拍/震撼/期待/全系列/,5.757159742659
故事情节相对比较完整，逻辑性处理和内容科技含量再有深度些会更好。,故事情节/相对/比较/完整/，/逻辑性/处理/和/内容/科技含量/再有/深度/些/会/更好/。,故事情节/相对/比较/完整/逻辑性/处理/内容/科技含量/再有/深度/些/更好/,1.0475597608974
科幻题材选的不错，但是故事情节有些杂乱，场景描述不够完美！,科幻/题材/选/的/不错/，/但是/故事情节/有些/杂乱/，/场景/描述/不够/完美/！,科幻/题材/选/不错/故事情节/杂乱/场景/描述/不够/完美/,9.434340727577002
一、故事结构整部影片以时间变换为线索，中间有一些故事插入补充，丰富了整个故事，让整个故事结构显得完整。特别是其中伏笔的埋入特别的好，使得结尾变得比较自然。大刘的故事一向结构比较严谨，此片秉承了其一贯的风格。空地两个叙述面，情感变换的起伏与波动使得全片一波三折，十分耐看。二、影片感触影片讲述了在地球面临太阳爆炸威胁时人们的自救行动:“流浪地球”计划应运而生。随着计划的推进，时间的流逝，昔日的孩子已经长成为顶天立地的男子汉，伴随着刘启走出地下城，一个又一个问题扑面而来，面对这一切，刘启从最初的抗拒到经历诸多事件后变得配合，再到最后为了地球，亲人，不顾一切完成计划，一个人的成长展现在了我们面前,一/、/故事/结构/整部/影片/以/时间/变换/为/线索/，/中间/有/一些/故事/插入/补充/，/丰富/了/整个/故事/，/让/整个/故事/结构/显得/完整/。/特别/是/其中/伏笔/的/埋入/特别/的/好/，/使得/结尾/变得/比较/自然/。/大/刘/的/故事/一向/结构/比较/严谨/，/此片/秉承/了/其/一贯/的/风格/。/空地/两个/叙述/面/，/情感/变换/的/起伏/与/波动/使得/全片/一波三折/，/十分/耐看/。/二/、/影片/感触/影片/讲述/了/在/地球/面临/太阳/爆炸/威胁/时/人们/的/自救/行动/:/“/流浪/地球/”/计划/应运而生/。/随着/计划/的/推进/，/时间/的/流逝/，/昔日/的/孩子/已经/长/成为/顶天立地/的/男子汉/，/伴随/着/刘启/走出/地下城/，/一个/又/一个/问题/扑面而来/，/面对/这/一切/，/刘启/从/最初/的/抗拒/到/经历/诸多/事件/后/变得/配合/，/再/到/最后/为了/地球/，/亲人/，/不顾一切/完成/计划/，/一个/人/的/成长/展现/在/了/我们/面前,故事/结构/整部/影片/时间/变换/线索/中间/一些/故事/插入/补充/丰富/整个/故事/整个/故事/结构/显得/完整/特别/伏笔/埋入/特别/好/结尾/变得/比较/自然/刘/故事/一向/结构/比较/严谨/此片/秉承/一贯/风格/空地/两个/叙述/面/情感/变换/起伏/波动/全片/一波三折/十分/耐看/影片/感触/影片/讲述/地球/面临/太阳/爆炸/威胁/时/人们/自救/行动/流浪/地球/计划/应运而生/计划/推进/时间/流逝/昔日/孩子/已经/长/成为/顶天立地/男子汉/伴随/刘启/走出/地下城/一个/一个/问题/扑面而来/面对/刘启/最初/抗拒/经历/诸多/事件/后/变得/配合/再/最后/地球/亲人/不顾一切/完成/计划/一个/人/成长/展现/面前/,246.43621786142546
没什么文化 只能一句**走天下 超级好看 最后吴京到木星的时候 泪目,没什么/文化/ /只能/一句/*/*/走/天下/ /超级/好看/ /最后/吴京到/木星/的/时候/ /泪目,没什么/文化/ /只能/一句/走/天下/ /超级/好看/ /最后/吴京到/木星/ /泪目/,3.28357081741268
前一个小时比较枯燥，虽然场面大气，特效顶级。但多半以叙述为主。并没有作为灾难片该有的紧张刺激。直到影片过了一个小时开始，越来越多的冒险镜头配合大气磅礴的场面接踵而至，紧张刺激感爆棚配合顶级特效让你会忘掉前一个小时的铺垫，会直接被带入到影片剧情中来，去体验拯救地球的快感！,前/一个/小时/比较/枯燥/，/虽然/场面/大气/，/特效/顶级/。/但/多半/以/叙述/为主/。/并/没有/作为/灾难片/该/有/的/紧张/刺激/。/直到/影片/过/了/一个/小时/开始/，/越来越/多/的/冒险/镜头/配合/大气磅礴/的/场面/接踵而至/，/紧张/刺激/感/爆棚/配合/顶级/特效/让/你/会/忘掉/前/一个/小时/的/铺垫/，/会/直接/被/带入/到/影片/剧情/中来/，/去/体验/拯救/地球/的/快感/！,前/一个/小时/比较/枯燥/场面/大气/特效/顶级/多半/叙述/为主/灾难片/紧张/刺激/直到/影片/一个/小时/越来越/冒险/镜头/配合/大气磅礴/场面/接踵而至/紧张/刺激/感/爆棚/配合/顶级/特效/忘掉/前/一个/小时/铺垫/直接/带入/影片/剧情/中来/体验/拯救/地球/快感/,45.64359315956384
真的是中国近100年内拍得最好的科幻 电影,真的/是/中国/近/100/年内/拍/得/最好/的/科幻/ /电影,真的/中国/100/年内/拍/最好/科幻/ /电影/,3.114216396208
好看很好看 很好,好看/很/好看/ /很/好,好看/好看/ /好/,1.26216032158
等中国人拯救地球多少年了，等告别5毛特效多少年了,等/中国/人/拯救/地球/多少/年/了/，/等/告别/5/毛/特效/多少/年/了,中国/人/拯救/地球/年/告别/毛/特效/年/,2.8846332255012004
真是不咋滴呀。零下80多度就带个头盔就没事了，太假了。剧情好老土呀，用死人来博取眼泪，一点都不先进，开头还以为回到三四十年代，后期一些高科技的东西感觉是国外用烂的机器一样。不知道9.4分怎么来的。,真是/不/咋/滴/呀/。/零下/80/多度/就/带个/头盔/就/没事/了/，/太假/了/。/剧情/好/老土/呀/，/用/死/人来/博取/眼泪/，/一点/都/不/先进/，/开头/还/以为/回到/三四十/年代/，/后期/一些/高科技/的/东西/感觉/是/国外/用烂/的/机器/一样/。/不/知道/9.4/分/怎么/来/的/。,真是/滴/零下/80/多度/带个/头盔/没事/太假/剧情/好/老土/死/人来/博取/眼泪/一点/先进/开头/以为/回到/三四十/年代/后期/一些/高科技/东西/感觉/国外/用烂/机器/知道/9.4/分/,-5.015543261371143
好看，值得推荐,好看/，/值得/推荐,好看/值得/推荐/,5.56906265717
别去看豆瓣的评分,别去/看/豆瓣/的/评分,别去/豆瓣/评分/,2.297887115226
里程碑之作，原著到电影真正的不输欧美了，更别说什么韩日印了～～,里程碑/之作/，/原著/到/电影/真正/的/不输/欧美/了/，/更/别说/什么/韩日/印/了/～/～,里程碑/之作/原著/电影/真正/不输/欧美/韩日/印/,6.8786875316969995
还好吧 你吸我气我炸你球 同归于尽好于坐以待毙,还好/吧/ /你/吸/我/气/我/炸/你/球/ /同归于尽/好于/坐以待毙,还好/ /吸/气/炸/球/ /同归于尽/好于/坐以待毙/,-6.064907148643201
非常不错，画面特别震撼，唯一是节奏较缓慢,非常/不错/，/画面/特别/震撼/，/唯一/是/节奏/较/缓慢,不错/画面/特别/震撼/唯一/节奏/缓慢/,4.428585049924251
中国科幻的元年终于来了。看着小破球在茫茫宇宙拖着尾迹前行，那一刻我感受到了一种宇宙的浩瀚与苍凉。2500年，中国半个历史，一百代人，茫茫星辰大海，前途未知。流浪地球是全部地球人的一次探险，地球在漂泊，我们有家人。最后救援队集体转向众志成城的时候，我才明白不同于2012，不同于火星救援，中国的科幻，是普通人的科幻。,中国/科幻/的/元年/终于/来/了/。/看着/小破球/在/茫茫/宇宙/拖/着/尾迹/前行/，/那一刻/我/感受/到/了/一种/宇宙/的/浩瀚/与/苍凉/。/2500/年/，/中国/半个/历史/，/一/百代/人/，/茫茫/星辰/大海/，/前途/未知/。/流浪/地球/是/全部/地球/人/的/一次/探险/，/地球/在/漂泊/，/我们/有/家人/。/最后/救援队/集体/转向/众志成城/的/时候/，/我/才/明白/不同于/2012/，/不同于/火星/救援/，/中国/的/科幻/，/是/普通人/的/科幻/。,中国/科幻/元年/终于/看着/小破球/茫茫/宇宙/拖/尾迹/前行/那一刻/感受/一种/宇宙/浩瀚/苍凉/2500/年/中国/半个/历史/百代/人/茫茫/星辰/大海/前途/未知/流浪/地球/全部/地球/人/一次/探险/地球/漂泊/家人/最后/救援队/集体/转向/众志成城/明白/不同于/2012/不同于/火星/救援/中国/科幻/普通人/科幻/,19.30349891461075
中国电影工业化的又一个标杆 顶,中国/电影/工业化/的/又/一个/标杆/ /顶,中国/电影/工业化/一个/标杆/ /顶/,3.414850757803
好看！是有疑惑的地方，但好久没看到科含量如此高的科幻了！人类命运共同体！！哈哈?,好看/！/是/有/疑惑/的/地方/，/但/好久没/看到/科/含量/如此/高/的/科幻/了/！/人类/命运/共同体/！/！/哈哈/?,好看/疑惑/地方/好久没/看到/科/含量/高/科幻/人类/命运/共同体/,3.58139311017094
**，那个说改造其他星球的喷子你有文化你就喷吗？你说都可以装推动器了干嘛不改造其他星球，拜托，地球生存的是靠太阳能，如果没有了太阳能，地球就和灭亡了差不多，而且太阳是要毁灭了，超新星爆炸的威力整个太阳系都可以不复存在，你说怎么居住在太阳系，况且都是多少年后的事情了，人类肯定有新能源新技术啊，再说在太阳快枯竭的时候，你觉得让地球脱离轨道，拜托引力会很难吗？人家也是请了中科院的院士来的，你有本事拿出你的文凭,*/*/，/那个/说/改造/其他/星球/的/喷子/你/有/文化/你/就/喷/吗/？/你/说/都/可以/装/推动器/了/干嘛/不/改造/其他/星球/，/拜托/，/地球/生存/的/是/靠/太阳能/，/如果/没有/了/太阳能/，/地球/就/和/灭亡/了/差不多/，/而且/太阳/是/要/毁灭/了/，/超新星/爆炸/的/威力/整个/太阳系/都/可以/不复存在/，/你/说/怎么/居住/在/太阳系/，/况且/都/是/多少/年/后/的/事情/了/，/人类/肯定/有/新能源/新/技术/啊/，/再说/在/太阳/快/枯竭/的/时候/，/你/觉得/让/地球/脱离/轨道/，/拜托/引力/会/很/难/吗/？/人家/也/是/请/了/中科院/的/院士/来/的/，/你/有/本事/拿出/你/的/文凭,说/改造/星球/喷子/文化/喷/说/装/推动器/干嘛/改造/星球/拜托/地球/生存/太阳能/太阳能/地球/灭亡/太阳/毁灭/超新星/爆炸/威力/整个/太阳系/不复存在/说/居住/太阳系/年/后/事情/人类/肯定/新能源/新/技术/太阳/枯竭/觉得/地球/脱离/轨道/拜托/引力/难/请/中科院/院士/本事/拿出/文凭/,2.8658369166104003
还可以，没有战狼好，和战狼比一个差远了。,还/可以/，/没有/战狼/好/，/和/战狼/比/一个/差远了/。,战狼/好/战狼/一个/差远了/,0
国产大片！一开始没有太高的期待，但影片不断有惊喜，场面宏大，也催人泪下！虽然个人觉得前面的铺垫不太够，导致影片前面部分的逻辑难以让人信服，但满满渐入佳境，惊喜不断！相当好看！感觉中国电影开始进入新纪元，太值得期待了！,国产/大片/！/一/开始/没有/太高/的/期待/，/但/影片/不断/有/惊喜/，/场面/宏大/，/也/催人泪下/！/虽然/个人/觉得/前面/的/铺垫/不太够/，/导致/影片/前面/部分/的/逻辑/难以/让/人/信服/，/但/满满/渐入佳境/，/惊喜/不断/！/相当/好看/！/感觉/中国/电影/开始/进入/新纪元/，/太/值得/期待/了/！,国产/大片/太高/期待/影片/不断/惊喜/场面/宏大/催人泪下/觉得/前面/铺垫/不太够/导致/影片/前面/部分/逻辑/难以/人/信服/满满/渐入佳境/惊喜/不断/相当/好看/感觉/中国/电影/进入/新纪元/太/值得/期待/,-13.150808147325703
还挺好的啦啦,还/挺/好/的/啦/啦,挺/好/,0
很好看的，中国科技大片,很/好看/的/，/中国/科技/大片,好看/中国/科技/大片/,3.967219505612
哭的稀里哗啦！！！！！超赞变感动！！！！！想二刷啊啊啊啊啊啊啊啊！儿子帅呆！虽然爸爸结局有点遗憾但是还是喜欢！特效绝对不是五毛钱！！！强势安利！！！?????,哭/的/稀里哗啦/！/！/！/！/！/超赞变/感动/！/！/！/！/！/想二刷/啊/啊啊啊/啊啊啊/啊/！/儿子/帅/呆/！/虽然/爸爸/结局/有点/遗憾/但是/还是/喜欢/！/特效/绝对/不是/五毛钱/！/！/！/强势/安利/！/！/！/?/?/?/?/?,哭/稀里哗啦/超赞变/感动/想二刷/啊啊啊/啊啊啊/儿子/帅/呆/爸爸/结局/有点/遗憾/喜欢/特效/五毛钱/强势/安利/,7.27833454851468
希望是像砖石一样珍贵的东西。        希望是我们一起回家！        以往我们看的灾难片都是关于部分人群，部分地域，部分物种，地球的一个小角落。        《流浪地球》，关于整个人类，整个生物，整个地球，整个宇宙……         制作齐肩好莱坞，情节藐视其他灾难片。这部由这个人领衔的电影，很好“,希望/是/像/砖石/一样/珍贵/的/东西/。/ / / / / / / / /希望/是/我们/一起/回家/！/ / / / / / / / /以往/我们/看/的/灾难片/都/是/关于/部分/人群/，/部分/地域/，/部分/物种/，/地球/的/一个/小/角落/。/ / / / / / / / /《/流浪/地球/》/，/关于/整个/人类/，/整个/生物/，/整个/地球/，/整个/宇宙/…/…/ / / / / / / / / /制作/齐肩/好莱坞/，/情节/藐视/其他/灾难片/。/这部/由/这个/人/领衔/的/电影/，/很/好/“,希望/砖石/珍贵/东西/ / / / / / / / /希望/一起/回家/ / / / / / / / /以往/灾难片/部分/人群/部分/地域/部分/物种/地球/一个/小/角落/ / / / / / / / /流浪/地球/整个/人类/整个/生物/整个/地球/整个/宇宙/ / / / / / / / / /制作/齐肩/好莱坞/情节/藐视/灾难片/这部/人/领衔/电影/好/,7.174271990434001
对于国内第一部科幻片 还算不错,对于/国内/第一部/科幻片/ /还/算/不错,国内/第一部/科幻片/ /算/不错/,2.268362439194
大刘不用说了，改编的也好，没大毛病。特别是年轻演员，煽情的好，主旋律也在，搞笑的地方也可以。正经的好莱坞式中国科幻电影，挺好看。,大/刘/不用说/了/，/改编/的/也好/，/没/大/毛病/。/特别/是/年轻/演员/，/煽情/的/好/，/主旋律/也/在/，/搞笑/的/地方/也/可以/。/正经/的/好莱坞/式/中国/科幻电影/，/挺/好看/。,刘/不用说/改编/毛病/特别/年轻/演员/煽情/好/主旋律/搞笑/地方/正经/好莱坞/式/中国/科幻电影/挺/好看/,27.128742125271362
几个小时从廊坊开车到赤道了yeah真的厉害哈哈哈哈哈哈哈 说是让吴京保护基因的 运送到新家园 现在倒好 全都撞掉算了哈哈哈哈哈哈哈 这电影不忍直视 没有金刚钻别揽瓷器活,几个/小时/从/廊坊/开车/到/赤道/了/yeah/真的/厉害/哈哈哈哈/哈哈哈/ /说/是/让/吴京/保护/基因/的/ /运送/到/新家园/ /现在/倒好/ /全都/撞/掉/算了/哈哈哈哈/哈哈哈/ /这/电影/不忍/直视/ /没有/金刚钻/别揽/瓷器活,几个/小时/廊坊/开车/赤道/yeah/真的/厉害/哈哈哈哈/哈哈哈/ /说/吴京/保护/基因/ /运送/新家园/ /现在/倒好/ /撞/掉/算了/哈哈哈哈/哈哈哈/ /电影/不忍/直视/ /金刚钻/别揽/瓷器活/,0.8028523669089999
很好 国产科幻一直在进步年度最佳国产,很/好/ /国产/科幻/一直/在/进步/年度/最佳/国产,好/ /国产/科幻/一直/进步/年度/最佳/国产/,5.7207310933463
自我感觉名字不好，都是其余原因去看的这部电影，看完就一句话完美,自我感觉/名字/不好/，/都/是/其余/原因/去/看/的/这部/电影/，/看/完/就/一句/话/完美,自我感觉/名字/不好/原因/这部/电影/完/一句/话/完美/,-1.3361224980489999
情节紧凑，画面逼真，感情真实。,情节/紧凑/，/画面/逼真/，/感情/真实/。,情节/紧凑/画面/逼真/感情/真实/,2.3299539273451
吹爆流浪地球！！！第一部让我全程没有看手机电影！！,吹/爆/流浪/地球/！/！/！/第一部/让/我/全程/没有/看/手机/电影/！/！,吹/爆/流浪/地球/第一部/全程/手机/电影/,0.9663370053230002
挺好的，继续加油,挺/好/的/，/继续/加油,挺/好/继续/加油/,3.526989238289
很棒，希望以后中国电影都有如此精彩的效果,很棒/，/希望/以后/中国/电影/都/有/如此/精彩/的/效果,很棒/希望/以后/中国/电影/精彩/效果/,6.453395180868
可以，科幻量很足，太空那差点意思，地面上效果很好，,可以/，/科幻/量/很/足/，/太空/那/差点/意思/，/地面/上/效果/很/好/，,科幻/量/足/太空/差点/意思/地面/效果/好/,0.16844202949999998
挺不错的，看的人热血澎湃。,挺不错/的/，/看/的/人/热血/澎湃/。,挺不错/人/热血/澎湃/,1.746474285413
对于国产灾难片来说进步很大，但离真正“大片”还有段距离。影片很多背景没交代清楚，事情进展逻辑也不对，台词我本人对有些方面不太喜欢。,对于/国产/灾难片/来说/进步/很大/，/但离/真正/“/大片/”/还有/段距离/。/影片/很多/背景/没/交代/清楚/，/事情/进展/逻辑/也/不/对/，/台词/我/本人/对/有些/方面/不太/喜欢/。,国产/灾难片/来说/进步/很大/但离/真正/大片/段距离/影片/背景/交代/清楚/事情/进展/逻辑/台词/方面/不太/喜欢/,6.154660795799
非常棒，推荐，已经连刷两遍！,非常/棒/，/推荐/，/已经/连刷/两遍/！,棒/推荐/已经/连刷/两遍/,3.375640138034
不错挺好的。,不错/挺/好/的/。,不错/挺/好/,2.65135097006
中国能拍出如此的科幻电影值得鼓励，以后再也不是外国科幻电影独霸了,中国/能/拍出/如此/的/科幻电影/值得/鼓励/，/以后/再也/不是/外国/科幻电影/独霸/了,中国/拍出/科幻电影/值得/鼓励/以后/再也/外国/科幻电影/独霸/,4.048188494843001
不错，很精彩。值得推荐,不错/，/很/精彩/。/值得/推荐,不错/精彩/值得/推荐/,9.45869176043
国产科幻片的里程碑，场面震撼，构思新颖，情节感人，值得观看的一步好电影！从此不用再纠结没有好看的国产科幻影片了！,国产/科幻片/的/里程碑/，/场面/震撼/，/构思新颖/，/情节/感人/，/值得/观看/的/一步/好/电影/！/从此/不用/再/纠结/没有/好看/的/国产/科幻影片/了/！,国产/科幻片/里程碑/场面/震撼/构思新颖/情节/感人/值得/观看/一步/好/电影/不用/再/纠结/好看/国产/科幻影片/,10.168472328681599
怎么说呢，最开始感觉里面的小女孩朵朵是个累赘，只能让别人照顾，可是剧情的发展慢慢对朵朵这个角色有个不一样的感受，整部剧有好几个哭点，（可能是我自己的累点比较低）姥爷离开了，刘启重新待着任务上路了，吴京扮演的刘培强牺牲了，真的一场场都是感人的画面，从这部剧中体会到我们未来的日子会不会也是这个样子，我们现在是不是应该做些什么，太多的事情从脑海中涌出，不得不说我们现在的地球真的变得好脆弱,怎么/说/呢/，/最/开始/感觉/里面/的/小女孩/朵朵/是/个/累赘/，/只能/让/别人/照顾/，/可是/剧情/的/发展/慢慢/对/朵朵/这个/角色/有个/不/一样/的/感受/，/整部/剧有/好几个/哭点/，/（/可能/是/我/自己/的/累点/比较/低/）/姥爷/离开/了/，/刘启/重新/待/着/任务/上路/了/，/吴京/扮演/的/刘培强/牺牲/了/，/真的/一场场/都/是/感人/的/画面/，/从/这部/剧中/体会/到/我们/未来/的/日子/会/不会/也/是/这个/样子/，/我们/现在/是不是/应该/做些/什么/，/太多/的/事情/从/脑海中/涌出/，/不得不/说/我们/现在/的/地球/真的/变得/好/脆弱,说/最/感觉/里面/小女孩/朵朵/累赘/只能/照顾/剧情/发展/慢慢/朵朵/角色/有个/感受/整部/剧有/好几个/哭点/累点/比较/低/姥爷/离开/刘启/重新/任务/上路/吴京/扮演/刘培强/牺牲/真的/一场场/感人/画面/这部/剧中/体会/未来/日子/样子/现在/是不是/应该/做些/太多/事情/脑海中/涌出/说/现在/地球/真的/变得/好/脆弱/,5.0132407723061
特效算是国产片的巅峰之作了，情节的细节处还是有些处理生硬。冲着这个特效10分也得给了。,特效/算是/国产片/的/巅峰/之作/了/，/情节/的/细节/处/还是/有些/处理/生硬/。/冲着/这个/特效/10/分/也/得/给/了/。,特效/算是/国产片/巅峰/之作/情节/细节/处/处理/生硬/冲着/特效/10/分/,3.5268801144491992
硬核科幻，剧情和特效简直太棒了！,硬核/科幻/，/剧情/和/特效/简直/太棒了/！,硬核/科幻/剧情/特效/太棒了/,0.14456880389900006
良心剧，超级刺激,良心/剧/，/超级/刺激,良心/剧/超级/刺激/,-0.4867722241589999
值得一看，有教育意义,值得一看/，/有/教育/意义,值得一看/教育/意义/,1.1287002172196
相当好看一部电影 唯独就是电影院隔音不太好建议去更好的电影院,相当/好看/一部/电影/ /唯独/就是/电影院/隔音/不太好/建议/去/更好/的/电影院,相当/好看/一部/电影/ /唯独/电影院/隔音/不太好/建议/更好/电影院/,-1.0426571659260004
perfect,perfect,perfect/,2.36419418955
好看，气势恢宏，引人深思。看到最后，我的泪出来了。儿子说，终于有国产科幻片可以跟国外的媲美了。,好看/，/气势恢宏/，/引人深思/。/看到/最后/，/我/的/泪/出来/了/。/儿子/说/，/终于/有/国产/科幻片/可以/跟/国外/的/媲美/了/。,好看/气势恢宏/引人深思/看到/最后/泪/儿子/说/终于/国产/科幻片/国外/媲美/,5.75285645024608
流浪地球这是国产科幻片的崛起，强推，好看，特感人,流浪/地球/这是/国产/科幻片/的/崛起/，/强推/，/好看/，/特/感人,流浪/地球/这是/国产/科幻片/崛起/强推/好看/特/感人/,2.33452383651045
很不错，可能我泪点比较低吧！都看哭了！说实话这个电影还是不错的，今年就这个电影觉得值回票价了,很/不错/，/可能/我泪点/比较/低/吧/！/都/看/哭/了/！/说实话/这个/电影/还是/不错/的/，/今年/就/这个/电影/觉得/值回/票价/了,不错/我泪点/比较/低/哭/说实话/电影/不错/今年/电影/觉得/值回/票价/,2.205699854473
国内能拍出这样的效果已经非常不错了，三体这部书我看过也非常棒,国内/能/拍出/这样/的/效果/已经/非常/不错/了/，/三体/这部/书/我/看过/也/非常/棒,国内/拍出/效果/已经/不错/三体/这部/书/看过/棒/,7.777057701937999
好看 不错的国产电影,好看/ /不错/的/国产电影,好看/ /不错/国产电影/,3.91351129164
二刷了，中国科幻里程碑之作,二刷/了/，/中国/科幻/里程碑/之作,二刷/中国/科幻/里程碑/之作/,2.438972557427
吹爆流浪地球啊！这特效！要哭了,吹/爆/流浪/地球/啊/！/这/特效/！/要/哭/了,吹/爆/流浪/地球/特效/哭/,-0.45051221463
非常好看的一部影片。,非常/好看/的/一部/影片/。,好看/一部/影片/,1.960754964792
中国第一部科幻片。,中国/第一部/科幻片/。,中国/第一部/科幻片/,0.685382056432
这部电影是目前中国最好的科幻片！好到已经可以跟国际水平相提并论！,这部/电影/是/目前/中国/最好/的/科幻片/！/好/到/已经/可以/跟/国际/水平/相提并论/！,这部/电影/目前/中国/最好/科幻片/好/已经/国际/水平/相提并论/,2.37512088319225
刘启人设有点事多，虽然不这样剧情没法推动，韩朵朵全球播报那里一大堆煽情的话，直接败坏好感。最让我惊喜的是那些建筑还有末世的设定，全程都在想怎么做出来的，我打算回去找原著看看。,刘启人/设有/点事/多/，/虽然/不/这样/剧情/没法/推动/，/韩/朵朵/全球/播报/那里/一大堆/煽情/的话/，/直接/败坏/好感/。/最/让/我/惊喜/的/是/那些/建筑/还有/末世/的/设定/，/全程/都/在/想/怎么/做/出来/的/，/我/打算/回去/找/原著/看看/。,刘启人/设有/点事/剧情/没法/推动/韩/朵朵/全球/播报/一大堆/煽情/直接/败坏/好感/最/惊喜/建筑/末世/设定/全程/想/做/打算/回去/找/原著/看看/,5.559987152353799
精彩！太棒了,精彩/！/太棒了,精彩/太棒了/,2.50043845478
好看，特效特别棒。但是没有看过原著的可能会看不懂啦！,好看/，/特效/特别/棒/。/但是/没有/看过/原著/的/可能/会/看不懂/啦/！,好看/特效/特别/棒/看过/原著/看不懂/,5.1838737605875
科幻效果非常好，剧情很完美，我看过很感动，增强我对现在生活的珍惜！,科幻/效果/非常/好/，/剧情/很/完美/，/我/看过/很/感动/，/增强/我/对/现在/生活/的/珍惜/！,科幻/效果/好/剧情/完美/看过/感动/增强/现在/生活/珍惜/,13.48192518240925
强烈推荐。绝对不后悔,强烈推荐/。/绝对/不/后悔,强烈推荐/后悔/,-2.40581400612
真的超级超级好看，强烈安利，打十分不怕骄傲,真的/超级/超级/好看/，/强烈/安利/，/打/十分/不怕/骄傲,真的/超级/超级/好看/强烈/安利/十分/骄傲/,5.367028510538999
好看，还想看第二次,好看/，/还/想/看/第二次,好看/想/第二次/,0.3614881175389999
好看！热血沸腾的,好看/！/热血沸腾/的,好看/热血沸腾/,1.26216032158
